abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
annual meeting,https://www.nytimes.com/1851/09/23/archives/american-art-unionmeeting-of-the-association.html,annual meeting,,2,The New York Times,[],"{'main': 'American Art Union--Meeting of the Association.', 'kicker': None, 'content_kicker': None, 'print_headline': 'American Art Union--Meeting of the Association.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9236a8c5-d87b-5915-b0d8-a92fa447a149,0,nyt://article/9236a8c5-d87b-5915-b0d8-a92fa447a149
"The Odd Fellows' parade this day, on the occasion of the dedication of their New Hall in Moyamensing, was destroyed by the bad weather. Several of the Lodges, however, paraded and looked well. An order for postponement was made in this morning, until next Friday; but afterwards revoked , not in time, however, for many who had gone home to re-assemble. The Hall was dedicated with the usual ceremonies.  ",https://www.nytimes.com/1851/09/23/archives/philadelphia-odd-fellows-paradethe-christiana-murder.html,,,4,The New York Times,[],"{'main': ""PHILADELPHIA.; Odd Fellows' Parade--The Christiana Murder."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""PHILADELPHIA.; Odd Fellows' Parade--The Christiana Murder."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/92da70fe-4cb2-5f4d-9f03-5de34e2e9b58,0,nyt://article/92da70fe-4cb2-5f4d-9f03-5de34e2e9b58
"The sixty-eight Convention of the Protestant Episcopal Church in the Diocese of New-York, assembled at 10 o'clock yesterday morning at St. John's Chapel. The attendance of the clerical and lay delegates was not equal, the clergy predominating in numbers; nor was the representation of either quite as large as at the opening of the Convention of last year. The numbers will probably be increased to-day.  ",https://www.nytimes.com/1851/09/25/archives/sixtyeighth-diocesan-convention.html,,,2,The New York Times,[],"{'main': 'Sixty-Eighth Diocesan Convention.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Sixty-Eighth Diocesan Convention.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/93acec96-6e73-5aab-be6d-f9c6225079dd,0,nyt://article/93acec96-6e73-5aab-be6d-f9c6225079dd
"of tho )tt            159, AIgins to ho   Iqrt                  sg. Err=ft J o  hava,tho                             il,'        Withara niid ; grave        fats  ,' and Iray thh Dither  ~[Ox""            of: ,   yako       ' oa wilt mako it tho       ,Qa yhe.     .3tirer, while hfr.  Poeraail is  to get  for the  t,en yeare,'Iry                'rant.. 118th pats tiona have been  to tde I'erry:;,~ of the Now-York Cotntnori CaunciL' '    ",https://www.nytimes.com/1851/09/24/archives/williamsburg.html,,,3,The New York Times,[],"{'main': 'WILLIAMSBURG.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'WILLIAMSBURG.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/947088a6-bfe0-5e7a-b715-3a6a844e97be,0,nyt://article/947088a6-bfe0-5e7a-b715-3a6a844e97be
,https://www.nytimes.com/1851/09/23/archives/serious-break-in-the-erie-canal.html,,,2,The New York Times,[],"{'main': 'Serious Break in the Erie Canal.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Serious Break in the Erie Canal.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/957135d4-be22-5b5a-81e9-47f0a44672cd,0,nyt://article/957135d4-be22-5b5a-81e9-47f0a44672cd
"The arrangement of all the articles entered for Exhibition at the Fair, and the designation and completion of the various committees for the examination of them preparatory to reports upon their comparative excellencies, were finished yesterday forenoon.  ",https://www.nytimes.com/1851/09/23/archives/the-state-fair-third-day.html,,,3,The New York Times,[],"{'main': 'The State Fair.; THIRD DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The State Fair.; THIRD DAY.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/9b7c79ce-cfd8-5613-8e96-05fe3df42908,0,nyt://article/9b7c79ce-cfd8-5613-8e96-05fe3df42908
,https://www.nytimes.com/1851/09/23/archives/the-southern-mailnaval-intelligence-c.html,,,2,The New York Times,[],"{'main': 'The Southern Mail--Naval Intelligence. &c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Southern Mail--Naval Intelligence. &c.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a142c7e5-c1a5-5e15-b2c4-5a1c9ab0dd00,0,nyt://article/a142c7e5-c1a5-5e15-b2c4-5a1c9ab0dd00
"THE LIBERTY OF UNLICENSED PRINTING is  in this land common as light to every man. The right to use it is undeniable; there are no circumstances of a public nature which ought to escape public scrutiny ; no acts or neglects in the administration of public affairs, that are entitled to demand privacy for their investigation, The right is always to print; but at the same...  ",https://www.nytimes.com/1851/09/24/archives/editorial-article-3-no-title.html,,,2,The New York Times,[],"{'main': 'Editorial Article 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a1acb28d-6f66-5b3c-aeed-d38f1f5e3418,0,nyt://article/a1acb28d-6f66-5b3c-aeed-d38f1f5e3418
,https://www.nytimes.com/1851/09/25/archives/financial.html,,,4,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a93e8720-6614-50ad-a2ed-eee4224cee51,0,nyt://article/a93e8720-6614-50ad-a2ed-eee4224cee51
"M. DUPIN, in a recent speech at Nievre recommends a revision of the French Constitution; and declares, as his opinion, ""that with a good Assembly, even a Socialist President might be managed."" M. Dupin's opinions are weighty;  ",https://www.nytimes.com/1851/09/25/archives/article-1-no-title.html,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/aeaf60a0-1f9d-50b1-ac83-f0dff1cfb938,0,nyt://article/aeaf60a0-1f9d-50b1-ac83-f0dff1cfb938
"Suddenly, yesterday morning, JOHN H. POTTS, in the 45th year of his age. The members of the New-York Typographical Society and the craft generally, the Whitchall Benevolent Association, and the friends of the family, are invited to attend the funeral, from his late residence, No. 6 Varick-street, on Wednesday morning, at 8 o'clock precisely. His remains will be taken to Trenton for intermen.  ",https://www.nytimes.com/1851/09/23/archives/died.html,,,4,The New York Times,[],"{'main': 'DIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b0ec35bd-49b4-5f6f-958e-5781ad129946,0,nyt://article/b0ec35bd-49b4-5f6f-958e-5781ad129946
"The Courier and Enquirer discusses the punishment of death for murder, in connection with the recent execution of Stockey. It says: The right to take life in punishment for murder is the highest of all social prerogatives, and its exercise is the most awful of civil procedures.  ",https://www.nytimes.com/1851/09/23/archives/topics-of-the-day.html,,,4,The New York Times,[],"{'main': 'TOPICS OF THE DAY,', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TOPICS OF THE DAY,', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b13f1366-6b10-5688-a009-a456b73f476b,0,nyt://article/b13f1366-6b10-5688-a009-a456b73f476b
"By the arrival of the Cherokee, we have received dates from San Francisco to the 16th August--one day later. There were eleven days before the elections. Both parties were about to hold their Conventions.  ",https://www.nytimes.com/1851/09/23/archives/from-california-one-day-later.html,,,1,The New York Times,[],"{'main': 'FROM CALIFORNIA.; One Day Later.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM CALIFORNIA.; One Day Later.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b141e6d3-fcd9-5913-8b5e-516876cbbfc9,0,nyt://article/b141e6d3-fcd9-5913-8b5e-516876cbbfc9
On fillibustering,https://www.nytimes.com/1851/09/24/archives/the-cuban-prisoners.html,On fillibustering,,2,The New York Times,[],"{'main': 'THE CUBAN PRISONERS', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE CUBAN PRISONERS', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b38d4b6b-e23b-5f0f-9ca1-d5128e339799,0,nyt://article/b38d4b6b-e23b-5f0f-9ca1-d5128e339799
"The U. S. Mail steamship Cherokee, Capt. WINDLE, arrived at this port yesterday afternoon, from Havana on the 17th inst. The news is not important. The island was perfectly quiet, and the prospects of business were improving.  ",https://www.nytimes.com/1851/09/23/archives/later-from-cuba-arrival-of-the-cherokeemore-americans-capturedquiet.html,,,1,The New York Times,[],"{'main': 'LATER FROM CUBA.; Arrival of the Cherokee--More Americans Captured--Quiet Restored.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATER FROM CUBA.; Arrival of the Cherokee--More Americans Captured--Quiet Restored.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b4436a11-7d36-5721-869f-30d4e37325b3,0,nyt://article/b4436a11-7d36-5721-869f-30d4e37325b3
Catholics in England,https://www.nytimes.com/1851/09/23/archives/the-catholics-in-great-britain.html,Catholics in England,,2,The New York Times,[],"{'main': 'The Catholics in Great Britain.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Catholics in Great Britain.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b593815b-bda0-5de7-a45e-408e9bc3a421,0,nyt://article/b593815b-bda0-5de7-a45e-408e9bc3a421
"The strife between The London Times and The London Tablet, the first representing the Protestant, the other the Catholic sentiments of England, is, as the Africa's papers inform us, carried on with unabated spirit. The Catholic claims have always been regarded as the most perplexing questions English statesmen have had to deal with.  ",https://www.nytimes.com/1851/09/25/archives/no-popery-in-england.html,,,2,The New York Times,[],"{'main': 'No Popery in England.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'No Popery in England.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b865c9dd-ea08-509e-b253-db6fecce4388,0,nyt://article/b865c9dd-ea08-509e-b253-db6fecce4388
,https://www.nytimes.com/1851/09/24/archives/marriage-announcement-1-no-title.html,,,4,The New York Times,[],"{'main': 'Marriage Announcement 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Marriage Announcement 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b9057e9d-6b47-5ccb-9fbf-11122954dab2,0,nyt://article/b9057e9d-6b47-5ccb-9fbf-11122954dab2
,https://www.nytimes.com/1851/09/25/archives/insurance.html,,,4,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/bc41f2a0-33b6-5fa1-9d1b-7318330c457a,0,nyt://article/bc41f2a0-33b6-5fa1-9d1b-7318330c457a
"THE NEW SAVINGS BANK.--This Bank which has only been in operation some three weeks, was established under the most favorable auspices, and from appearances the people have every confidence in it. Already their deposits amount to about $22, 000, and are rapidly increasing every day, and we anticipate for it a large business.  ",https://www.nytimes.com/1851/09/23/archives/williamsburg-the-new-savings-bank.html,,,1,The New York Times,[],"{'main': 'WILLIAMSBURG.; THE NEW SAVINGS BANK', 'kicker': '1', 'content_kicker': None, 'print_headline': 'WILLIAMSBURG.; THE NEW SAVINGS BANK', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c23d5487-6a83-5e76-8dd0-fa7227261f5b,0,nyt://article/c23d5487-6a83-5e76-8dd0-fa7227261f5b
Proposed for Vice Presdt by Georgia print,https://www.nytimes.com/1851/09/25/archives/article-5-no-title.html,Proposed for Vice Presdt by Georgia print,,2,The New York Times,[],"{'main': 'Article 5 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 5 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c38a32fd-eb29-54d8-8e6e-0a5d02510ddc,0,nyt://article/c38a32fd-eb29-54d8-8e6e-0a5d02510ddc
,https://www.nytimes.com/1851/09/23/archives/latest-intelligence-from-wahingtonpopulation-of-south-carolinathe.html,,,2,The New York Times,[],"{'main': ""LATEST INTELLIGENCE; From Wahington--Population of South Carolina--The President's Health, &c."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; From Wahington--Population of South Carolina--The President's Health, &c."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'By Telegraph To the New-York Times', 'person': [], 'organization': 'The New York Times'}",Archives,nyt://article/c5d9f9d0-524d-5d45-9092-0f86b62d8183,0,nyt://article/c5d9f9d0-524d-5d45-9092-0f86b62d8183
Letter accepting nomination as Gov. of Mass,https://www.nytimes.com/1851/09/23/archives/article-7-no-title.html,Letter accepting nomination as Gov. of Mass,,2,The New York Times,[],"{'main': 'Article 7 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 7 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c647d4f1-50cb-537b-8e97-b23e4e426132,0,nyt://article/c647d4f1-50cb-537b-8e97-b23e4e426132
"charged with Slave-stealing - his bail forfeited, editorial on",https://www.nytimes.com/1851/09/24/archives/editorial-article-1-no-title.html,"charged with Slave-stealing - his bail forfeited, editorial on",,2,The New York Times,[],"{'main': 'Editorial Article 1 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Editorial Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c67fc255-0f54-5212-9bd0-a77d9b0c43bb,0,nyt://article/c67fc255-0f54-5212-9bd0-a77d9b0c43bb
"The first new rice of the season, was received at Savannah, on the 17th inst., from a plantation on the Savannah River. The bar of Rochester held a meeting on Saturday, to honor the memory of the late Judge Whitlesey, Hon. S. L. Sebten, one of the Justices of the Supreme Court, presided.  ",https://www.nytimes.com/1851/09/23/archives/news-by-the-mails.html,,,2,The New York Times,[],"{'main': 'NEWS BY THE MAILS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEWS BY THE MAILS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c8a430c0-b204-55a3-ae12-768eed3885f1,0,nyt://article/c8a430c0-b204-55a3-ae12-768eed3885f1
,https://www.nytimes.com/1851/09/25/archives/married.html,,,4,The New York Times,[],"{'main': 'MARRIED..', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARRIED..', 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/ccf0627a-51f2-524c-b972-3ad2b180877d,0,nyt://article/ccf0627a-51f2-524c-b972-3ad2b180877d
,https://www.nytimes.com/1851/09/24/archives/postoffice-operations.html,,,3,The New York Times,[],"{'main': 'POST-OFFICE OPERATIONS', 'kicker': '1', 'content_kicker': None, 'print_headline': 'POST-OFFICE OPERATIONS', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/cf3e2e24-3ffa-5c3a-bd3a-f73cf008830c,0,nyt://article/cf3e2e24-3ffa-5c3a-bd3a-f73cf008830c
Controversy with Genl Wool,https://www.nytimes.com/1851/09/23/archives/article-9-no-title.html,Controversy with Genl Wool,,4,The New York Times,[],"{'main': 'Article 9 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 9 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/dd827292-fdb8-5510-9cea-a514ba4bb2a1,0,nyt://article/dd827292-fdb8-5510-9cea-a514ba4bb2a1
"We are in daily expectation that some of those presses which improve every occasion of sermonizing funereally upon capital punishment, will improve the capital opportunity afforded by the execution of the man Stookey.  ",https://www.nytimes.com/1851/09/23/archives/a-quaere-or-two-as-to-the-death-penalty.html,,,2,The New York Times,[],"{'main': 'A Quaere or two as to the Death Penalty.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A Quaere or two as to the Death Penalty.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/e0004524-396e-5b12-a5f8-b350edb30f29,0,nyt://article/e0004524-396e-5b12-a5f8-b350edb30f29
,https://www.nytimes.com/1851/09/25/archives/newyork-city-amusements-this-evening-jenny-lind-in-opera-miss.html,,,1,The New York Times,[],"{'main': ""NEW-YORK CITY.; AMUSEMENTS THIS EVENING. JENNY LIND IN OPERA. MISS HAYES'S CONERT. THE STEAMERS. ANOTHER PROBABLE MURDER. THE NEW-HAVEN RAILROAD ACCIDENT. FELL FROM A NEW BUILDING. A SERIOUS VEHICLE ACCIDENT. TO MARINERS. FIRE IN HOUSTON-STREET. FIRE IN THE FIRST DISTRICT. FIRE FROM CAMPHENE. FIRE IN A CARPENETER'S SHOP. FATHER MATTHEW.- ARRIVAL OF EASTERN FIREMEN. EXCURSION OF HOSE COMPANY NO. 3. INJURED BY A FALL. ROBBING A CAP MANUFACTORY CAPTURE OF A FUGITIVE FROM BUFFALO. ARREST OF AN ACCOMPLICE IN THE RECENT ROBBRY AND ARSON CASE. ROBBING A COUNTRYMAN. U.S. DISTRICT COURT--Wednesday.. COURT CALENDER--Thursday--U. S. BROOKLYN. LAYING THE CORNER STONE OF METHODIST EPISCOPAL CHURCH, No. 8. VISITING FIREMEN. MILITARY. THE WASHINGTON CONTINENTALS. TEMPERANCE MEETING. SECOND CONGREGATIONAL CHURCH, BRIDGE-STREET.--Rev. N. H. Eggleston, from New-Haven, ACCIDENT. KINGS COUNTY BOARD OF SUPERVISORS. CITY COURT."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""NEW-YORK CITY.; AMUSEMENTS THIS EVENING. JENNY LIND IN OPERA. MISS HAYES'S CONERT. THE STEAMERS. ANOTHER PROBABLE MURDER. THE NEW-HAVEN RAILROAD ACCIDENT. FELL FROM A NEW BUILDING. A SERIOUS VEHICLE ACCIDENT. TO MARINERS. FIRE IN HOUSTON-STREET. FIRE IN THE FIRST DISTRICT. FIRE FROM CAMPHENE. FIRE IN A CARPENETER'S SHOP. FATHER MATTHEW.- ARRIVAL OF EASTERN FIREMEN. EXCURSION OF HOSE COMPANY NO. 3. INJURED BY A FALL. ROBBING A CAP MANUFACTORY CAPTURE OF A FUGITIVE FROM BUFFALO. ARREST OF AN ACCOMPLICE IN THE RECENT ROBBRY AND ARSON CASE. ROBBING A COUNTRYMAN. U.S. DISTRICT COURT--Wednesday.. COURT CALENDER--Thursday--U. S. BROOKLYN. LAYING THE CORNER STONE OF METHODIST EPISCOPAL CHURCH, No. 8. VISITING FIREMEN. MILITARY. THE WASHINGTON CONTINENTALS. TEMPERANCE MEETING. SECOND CONGREGATIONAL CHURCH, BRIDGE-STREET.--Rev. N. H. Eggleston, from New-Haven, ACCIDENT. KINGS COUNTY BOARD OF SUPERVISORS. CITY COURT."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-25T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/e2215a3d-1a7f-5093-b5ab-af1d9e91adc6,0,nyt://article/e2215a3d-1a7f-5093-b5ab-af1d9e91adc6
"To the Editors of the New-York Daily Times: I thank you for the spirit of your notice of Philadelphia in this morning's Times. As a Philadelphian, of unmixed descent through many generations, having my home, affections, interests and hopes in Philadelphia above every other spot, I thank you for the just rebuke which you have administered to that class of her citizens whose occupations, means and example control her fate.  ",https://www.nytimes.com/1851/09/23/archives/philadelphia.html,,,4,The New York Times,[],"{'main': 'Philadelphia.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Philadelphia.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'VISITER', 'person': [{'firstname': 'Visiter', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/e279b95e-ec26-568e-87a9-e48af137fa81,0,nyt://article/e279b95e-ec26-568e-87a9-e48af137fa81
,https://www.nytimes.com/1851/09/23/archives/explosion-and-loss-of-life.html,,,2,The New York Times,[],"{'main': 'Explosion and Loss of Life.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Explosion and Loss of Life.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/e34219b0-54c0-576c-8f44-c867ab6a189c,0,nyt://article/e34219b0-54c0-576c-8f44-c867ab6a189c
,https://www.nytimes.com/1851/09/24/archives/news-by-the-mails.html,,,3,The New York Times,[],"{'main': 'NEWS BY THE MAILS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEWS BY THE MAILS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/e461cff8-080d-5bb6-b81d-65a34fa78161,0,nyt://article/e461cff8-080d-5bb6-b81d-65a34fa78161
"From the Evening Post. The men who are indifferent to the claims of party, always vote against the party of Equal Rights. They are men who have no interest in any political questions which do not directly affect their business, and then they invariably obey their most selfish impulses.  ",https://www.nytimes.com/1851/09/23/archives/indifferent-men.html,,,2,The New York Times,[],"{'main': 'Indifferent Men.""', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Indifferent Men.""', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/e48ce463-e12e-5156-91d6-e0ed69e976b0,0,nyt://article/e48ce463-e12e-5156-91d6-e0ed69e976b0
His funeral,https://www.nytimes.com/1851/09/23/archives/funeral-of-james-fenimore-cooper.html,His funeral,,4,The New York Times,[],"{'main': 'Funeral of James Fenimore Cooper.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Funeral of James Fenimore Cooper.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/e64e1ea7-a12b-5cd6-96e0-f24732cad67d,0,nyt://article/e64e1ea7-a12b-5cd6-96e0-f24732cad67d
Earthquake there - Letter of E Joy Morris,https://www.nytimes.com/1851/09/24/archives/earthquake-in-naplesgreat-loss-of-life.html,Earthquake there - Letter of E Joy Morris,,3,The New York Times,[],"{'main': 'Earthquake in Naples--Great Loss of Life.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Earthquake in Naples--Great Loss of Life.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Naples', 'rank': 1, 'major': 'N'}]",1851-09-24T05:00:00+0000,article,None,Archives,"{'original': 'EDWARD JOY MORRIS', 'person': [{'firstname': 'Edward', 'middlename': 'Joy', 'lastname': 'MORRIS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/e73d183c-9e20-5ef0-9e4f-33563f0b5f98,0,nyt://article/e73d183c-9e20-5ef0-9e4f-33563f0b5f98
Tried for the Murder of Michael Foster,https://www.nytimes.com/1851/09/24/archives/the-murder-trial-evening-session-for-the-defense.html,Tried for the Murder of Michael Foster,,4,The New York Times,[],"{'main': 'The Murder Trial.; Evening Session. FOR THE DEFENSE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Murder Trial.; Evening Session. FOR THE DEFENSE.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/e8d8e6eb-f56b-5472-b929-be302a9d0167,0,nyt://article/e8d8e6eb-f56b-5472-b929-be302a9d0167
"Michigan was never in a more prosperous condition than at present--never more inviting to the farmer, the mechanic, the business man; in short, to occupations of all classes.  ",https://www.nytimes.com/1851/09/23/archives/matters-in-michigan.html,,,2,The New York Times,[],"{'main': 'Matters in Michigan.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Matters in Michigan.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/ea6b0ffd-4fc1-551f-bb08-1fe5834bc4bc,0,nyt://article/ea6b0ffd-4fc1-551f-bb08-1fe5834bc4bc
,https://www.nytimes.com/1851/09/24/archives/commercial-and-money-affairs.html,,,4,The New York Times,[],"{'main': 'COMMERCIAL AND MONEY AFFAIRS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COMMERCIAL AND MONEY AFFAIRS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-24T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/ea98873b-f86d-510f-b065-53244f80ffcb,0,nyt://article/ea98873b-f86d-510f-b065-53244f80ffcb
